application_date,age,annual_income,credit_score,employment_status,education_level,experience,loan_amount,loan_duration,marital_status,number_of_dependents,home_ownership_status,monthly_debt_payments,credit_card_utilisation_rate,number_of_open_credit_lines,number_of_credit_inquiries,bankruptcy_history,loan_purpose,previous_loan_defaults,payment_history,length_of_credit_history,savings_account_balance,checking_account_balance,total_assets,total_liabilities,monthly_income,utility_bills_payment_history,job_tenure,net_worth,base_interest_rate,interest_rate,monthly_loan_payment,debt_to_income_ratio,total_debt_to_income_ratio,loan_approved,risk_score,employment_stability,low_employment_risk,employment_tenure_squared,recent_job_change,high_debt_burden,debt_to_assets_ratio,net_worth_risk,financial_cushion,savings_to_loan_ratio,good_payment_history,new_credit_user,credit_seeking_behavior,high_card_utilisation,number_open_accounts_risk,excellent_credit,very_good_credit,good_credit,fair_credit,poor_credit,home_owner,mortgaged_home,renting,above_median_income,monthly_surplus,insufficient_income_buffer,has_dependents,high_dependent_burden,single_with_dependents,education_score,advanced_degree,long_term_loan,large_loan_amount,loan_to_income_ratio,risky_loan_purpose,financial_stress_score,multiple_risk_factors,bankruptcy_flag,previous_defaults,default_history,utility_payment_risk,risky_behavior_cluster,young_borrower,retirement_age,married
2022-07-13,34,18147,541,0,3,7,115536,360,2,0,3,184,0.0850907263413907,4,3,0,3,1,96,11,667,913,97277,11693,1512.25,0.6388667897371442,3,85584,0.3074143365259911,0.25,2408.43877292013,0.1215925987113827,1.713159605432103,0,5.806901970946975,1,0,9,0,0,0.12020189559818253,0,1580,0.013675272856314428,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1328.25,0,0,0,0,1,0,1,1,6.3663213577253694,0,2,0,0,1,1,1,0,0,0,0
2022-07-14,20,46785,605,0,1,0,14545,24,0,0,1,344,0.1611844860770297,3,0,0,1,0,90,14,665,364,168227,106701,3898.75,0.7628165341211894,5,61526,0.1628962678301786,0.1346989171260943,694.7104047060318,0.0882107827424834,0.2663530751217467,1,1.761378229413445,1,1,25,0,0,0.6342642128539839,0,1029,0.07074109720885467,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3554.75,0,0,0,0,3,0,0,0,0.3108835976574189,1,1,0,0,0,0,0,0,1,0,0
2022-07-14,46,20552,620,0,4,22,97120,240,2,2,0,255,0.2126214719893469,1,0,0,3,0,93,7,904,460,85359,27090,1712.6666666666667,0.9202315082593704,5,58269,0.2278709282256952,0.2494683115887511,2033.605873809812,0.1488037346819684,1.335502357796039,0,4.456951064714644,1,1,25,0,0,0.3173617619493908,0,1364,0.01404433644628865,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1457.6666666666667,0,1,0,1,4,1,1,0,4.7253442319855985,0,1,0,0,0,0,0,0,0,0,0
2022-07-16,33,83381,588,1,0,12,194140,240,2,2,2,546,0.1103654944096455,2,1,0,3,1,89,29,5056,7214,64263,52359,6948.416666666667,0.6064291651352233,6,11904,0.2440440849945437,0.2344121259584158,3829.26718446616,0.0785677454942261,0.6295876897772466,0,3.402685860047569,1,1,36,0,0,0.8147485372837047,0,12270,0.06320148757861555,1,0,0,0,0,0,0,0,0,1,1,0,0,1,6402.416666666667,0,1,0,1,2,0,1,1,2.328320260967595,0,0,0,0,1,1,1,0,0,0,0
2022-07-17,25,69093,561,0,4,3,26503,84,1,0,2,420,0.160077030133247,2,0,0,2,0,97,14,2580,1212,31929,13836,5757.75,0.905497592311168,7,18093,0.2050462627359949,0.2063082124635326,598.6389009290821,0.0729324940308226,0.1768854180037477,1,2.155346327832027,1,1,49,0,0,0.4333228938302537,0,3792,0.14307274373679443,1,1,0,0,0,0,0,0,0,1,1,0,0,1,5337.75,0,0,0,0,4,1,1,0,0.38357889252322924,0,1,0,0,0,0,0,0,1,0,1
2022-07-18,18,50948,600,1,1,0,271127,240,2,0,0,320,0.4372366913153518,5,4,0,3,0,94,3,1694,1066,27080,17374,4245.666666666667,0.7284955024806983,5,9706,0.2381275865782687,0.25,5688.8307683418425,0.075353218210361,1.4149523002374824,0,4.404604173571127,1,1,25,0,0,0.6415568110483365,0,2760,0.010179693723997522,1,1,1,0,0,0,0,0,0,1,0,1,0,0,3925.666666666667,0,0,0,0,3,0,1,1,5.321537223498008,0,2,0,0,0,0,0,0,1,0,0
2022-07-19,39,2696,570,2,3,16,163911,180,2,4,0,101,0.1107223541998909,3,0,0,3,0,96,10,178,347,243733,24352,224.66666666666663,0.8475374577956932,7,219381,0.2330017712443567,0.2023986163937511,2907.8515760010278,0.4475627769571639,3.0,0,7.4560588470262035,1,1,49,0,1,0.09991219936488138,0,525,0.0032029381619405536,1,1,0,0,0,0,0,0,0,1,0,1,0,0,123.66666666666663,1,1,1,1,1,0,1,1,60.775305895439374,0,3,1,0,0,0,0,0,0,0,0
2022-07-22,61,110113,595,0,3,36,448484,240,1,3,0,1603,0.0772540902851576,5,1,0,3,0,100,21,8051,1068,45709,19590,9176.083333333334,0.7849109383135026,4,26119,0.2407534076287764,0.1991294574166312,7588.322524512615,0.1746742338251986,1.0015516031250975,0,2.4590296671479326,1,0,16,0,0,0.42857142857142855,0,9119,0.020332898536182926,1,1,0,0,0,0,0,0,0,1,0,1,0,1,7573.083333333334,0,1,1,0,1,0,1,1,4.072906260784278,0,1,0,0,0,0,0,0,0,0,1
2022-07-23,59,186610,618,0,3,35,162287,240,1,4,2,1783,0.0330463066921979,1,0,0,3,0,96,6,1305,1218,55020,14952,15550.833333333334,0.7157031480007552,3,40068,0.2289992819534039,0.2393094621312098,3264.9585099282044,0.1146488624063615,0.3245892880750311,0,1.580739373868303,1,0,9,0,0,0.271750786063503,0,2523,0.015546435965690624,1,1,0,0,0,0,0,0,0,1,1,0,0,1,13767.833333333334,0,1,1,0,1,0,1,1,0.8696539860994261,0,1,0,0,0,0,0,0,0,0,1
2022-07-26,34,7728,578,2,1,14,17494,12,2,3,0,87,0.5394563648011778,1,1,0,1,0,97,6,922,122,765143,5886,644.0,0.6959639296842958,4,759257,0.1724424176012004,0.1805017160220446,1604.2675356755888,0.1348837209302325,2.62212021034975,0,6.859393605801007,1,0,16,0,0,0.00769266961513127,0,1044,0.05967419262646471,1,1,0,0,0,0,0,0,0,1,0,1,0,0,557.0,1,1,1,1,3,0,0,0,2.2634234700478717,1,2,0,0,0,0,1,0,0,0,0
2022-07-27,32,7513,460,2,3,7,10053,84,1,1,0,241,0.0983048955646308,2,1,0,2,0,95,20,147,475,45601,12089,626.0833333333334,0.7931758259814682,6,33512,0.2553039314610631,0.25,254.45787563213705,0.3843189368770764,0.7900989378851354,0,3.7800228982663175,1,1,36,0,0,0.2650980220165782,0,622,0.061865924010344145,1,1,0,0,0,0,0,0,0,1,0,1,0,0,385.08333333333337,1,1,0,0,1,0,1,0,1.3379025818472186,0,2,0,0,0,0,0,0,0,0,1
2022-07-29,45,59801,602,0,0,22,224375,360,1,0,0,167,0.2993044140772583,2,0,0,3,0,94,3,3282,2449,41647,7294,4983.416666666667,0.6888111607859313,2,34353,0.2770802696237598,0.25,4677.273314585533,0.0335044221155935,0.9718837004501762,1,2.888684902448695,0,0,4,0,0,0.1751344602381867,0,5731,0.025541947445359574,1,1,0,0,0,0,0,0,0,1,0,1,0,0,4816.416666666667,0,0,0,0,2,0,1,1,3.751964817230193,0,1,0,0,0,0,1,0,0,0,1
2022-07-30,28,68960,592,0,1,4,97604,300,1,2,3,797,0.4547263131305073,2,2,0,3,0,92,16,3577,2961,73935,3991,5746.666666666667,0.8846933109660664,7,69944,0.2618721710001493,0.2243939581242467,1832.2112418316565,0.1386649654932436,0.4574397567415745,1,0.8934101646165515,1,1,49,0,0,0.05397911707422636,0,6538,0.06698427334665233,1,1,0,0,0,0,0,0,0,1,0,0,1,1,4949.666666666667,0,1,0,0,3,0,1,0,1.4153507054712084,0,1,0,0,0,0,0,0,1,0,1
2022-08-01,43,47439,632,0,1,18,16813,24,1,1,3,236,0.1965903008112092,4,1,0,1,0,99,11,3706,623,12761,26792,3953.25,0.815156414632011,3,9638,0.1494324917879238,0.1590621530827146,822.4635657201081,0.0596826199658595,0.2676774522906008,1,1.4201923482421028,1,0,9,0,0,2.099357467481586,0,4329,0.2574640180801713,1,1,0,0,0,0,0,0,0,1,0,0,1,0,3717.25,0,1,0,0,3,0,0,0,0.3544055649241147,1,1,0,0,0,0,0,0,0,0,1
2022-08-01,49,7354,617,2,3,29,22842,84,2,1,2,193,0.1747878202700794,4,1,0,2,0,100,20,2118,981,35195,10238,612.8333333333334,0.8705315721172127,7,24957,0.177009100000914,0.2067992933576075,516.6268896279648,0.31441759435243,1.156057924998042,0,4.801076480103632,1,1,49,0,0,0.29088532787816795,0,3099,0.13566519283806855,1,1,0,0,0,0,0,0,0,1,1,0,0,0,419.83333333333337,1,1,0,1,1,0,1,0,3.105642420122366,0,2,0,0,0,0,0,0,0,0,0
2022-08-03,54,81017,579,0,0,32,16967,60,1,1,1,218,0.4634098830211973,2,0,0,1,0,100,17,12054,2115,30952,75144,6751.416666666667,0.8685104010680845,6,2979,0.1879347711240611,0.2038558195641444,453.169626634569,0.0322847375630946,0.0993969507165931,1,0.9039450401670516,1,1,36,0,0,2.4276806771556876,0,14169,0.83504243281471,1,1,0,0,0,0,0,0,0,1,0,0,0,1,6533.416666666667,0,1,0,0,2,0,1,0,0.20942259744748082,1,1,0,0,0,0,0,0,0,0,1
2022-08-03,38,217245,538,0,0,17,18338,24,1,4,2,553,0.3603421824572352,1,1,0,0,0,93,24,1787,3531,27990,10765,18103.75,0.915575982920661,1,17225,0.1964541963046742,0.1590581419148447,897.0604775058051,0.0305444703737969,0.0800928197023325,1,2.0888697221120704,0,0,1,0,0,0.38458790325461756,0,5318,0.28998309613392226,1,0,0,0,0,0,0,0,0,1,1,0,0,1,17550.75,0,1,1,0,2,0,0,0,0.0844112204597553,0,0,0,0,0,0,0,0,0,0,1
2022-08-04,37,28317,614,1,1,18,171537,300,0,0,2,252,0.4580913898061101,3,4,0,3,0,100,12,1394,19,228976,9206,2359.75,0.85766619422379,8,219770,0.251013140023847,0.25,3581.0590478038025,0.1067457375833951,1.6236615684862026,0,4.498809550270965,1,1,64,0,0,0.04020491141031632,0,1413,0.008237241893924378,1,1,1,0,0,0,0,0,0,1,1,0,0,0,2107.75,0,0,0,0,3,0,1,1,6.057525248958259,0,2,0,0,0,0,0,0,0,0,0
2022-08-04,29,49471,477,0,4,6,4459,36,0,0,2,246,0.2280784917748184,3,1,0,4,0,96,3,19288,419,26810,61742,4122.583333333333,0.912684850805833,4,5670,0.2306007260112535,0.2240423686543122,171.22512820680916,0.0596568518481094,0.1011802343932605,0,2.349053902369213,1,0,16,0,0,2.302860766103465,0,19707,4.418609865470852,1,1,0,0,0,0,0,0,0,1,1,0,0,0,3876.583333333333,0,0,0,0,4,1,0,0,0.0901317917205692,1,1,0,0,0,0,0,0,1,0,0
2022-08-04,30,15000,491,0,3,2,40629,120,1,2,0,106,0.4308811324544976,0,0,0,2,0,100,4,1007,71,29799,39275,1250.0,0.5395380085687714,4,3334,0.2521530654972454,0.2477242001782425,917.7701632529714,0.0847322142286171,0.8183614414492177,0,3.477547060461878,1,0,16,0,0,1.3179530201342282,0,1078,0.026532119123800147,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1144.0,0,1,0,0,1,0,1,0,2.7084194387040865,0,1,0,0,0,0,1,0,0,0,1
2022-08-07,37,136714,497,0,4,18,173203,300,1,3,0,1940,0.4592412004527293,3,0,0,3,0,98,11,3107,4914,54029,58906,11392.833333333334,0.6682358351953827,4,5468,0.309515556342383,0.25,3615.838975012749,0.1702675423840381,0.4876180660602445,1,2.9344266184992693,1,0,16,0,0,1.0902461595409958,0,8021,0.04630955405186947,1,1,0,0,0,0,0,0,0,1,0,1,0,1,9452.833333333334,0,1,1,0,4,1,1,1,1.2668909775810995,0,1,0,0,0,0,1,0,0,0,1
2022-08-07,44,41639,605,1,1,22,9650,60,1,4,0,888,0.2228322797283581,3,2,0,0,0,97,9,2006,879,27373,17063,3469.9166666666665,0.6644300430539946,9,10310,0.1747937042039767,0.1661315422006716,237.82468554233705,0.2558401959136635,0.3243594685963853,1,1.9583193135390944,1,1,81,0,0,0.6233287060714546,0,2885,0.2989327530825821,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2581.9166666666665,0,1,1,0,3,0,1,0,0.23174831892411143,0,1,0,0,0,0,1,0,0,0,1
2022-08-07,50,22124,598,0,1,26,16669,48,0,2,0,257,0.4658130456267561,5,2,0,0,1,98,29,786,145,44089,4329,1843.6666666666667,0.8313732187188022,5,39760,0.1744303414939362,0.1738682388951473,484.3271275769765,0.1393205637874954,0.4018759274902294,0,2.850317074794333,1,1,25,0,0,0.09818552959854843,0,931,0.055848830233953206,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1586.6666666666667,0,1,0,0,3,0,1,0,0.7534011299435028,0,0,0,0,1,1,0,0,0,0,0
2022-08-09,30,77083,616,0,1,7,262359,360,0,0,1,315,0.2071324146653508,2,0,0,3,0,91,26,1240,2006,40284,40824,6423.583333333333,0.9687770149620144,4,9357,0.2701193682213519,0.2268928563348234,4966.469852106769,0.0490304170179648,0.8220719660844573,0,2.838955308063664,1,0,16,0,0,1.0133796698523023,0,3246,0.01237231285256899,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6108.583333333333,0,0,0,0,3,0,1,1,3.403546780135956,0,0,0,0,0,0,0,0,0,0,0
2022-08-11,57,162616,554,0,0,35,16300,12,1,1,2,2435,0.2000181193445609,1,0,0,4,0,93,25,20240,752,44002,54279,13551.333333333334,0.6445503205048754,8,2250,0.1844247454336515,0.1472355214083941,1469.085037115266,0.1796738569004107,0.2880747500146542,1,1.5971944091048595,1,1,64,0,0,1.2335295320773583,0,20992,1.2877737562112754,1,0,0,0,0,0,0,0,0,1,1,0,0,1,11116.333333333334,0,1,0,0,2,0,0,0,0.10023552273132576,1,0,0,0,0,0,1,0,0,0,1
2022-08-11,36,58297,550,0,3,16,13740,36,2,4,0,188,0.5548483430618547,2,0,0,1,0,95,29,5457,394,15276,16446,4858.083333333333,0.824341836546385,2,1648,0.1943820348358329,0.215107247143602,521.265390104125,0.0386904251487763,0.1459669121619218,1,1.126166702856679,0,0,4,0,0,1.0765202592131964,0,5851,0.4258059820973728,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4670.083333333333,0,1,1,1,1,0,0,0,0.23568561528697382,1,0,0,0,0,0,0,0,0,0,0
2022-08-11,39,57345,562,0,1,16,189112,300,1,1,3,347,0.2797002678954359,1,2,0,3,0,95,6,788,541,118680,109112,4778.75,0.6931045659455537,2,9568,0.2770375249997446,0.25,3947.96014065929,0.0725979392227627,0.8985742226391109,1,2.621346459361566,0,0,4,0,0,0.9193720983139677,0,1329,0.007027544378228889,1,1,0,0,0,0,0,0,0,1,0,0,1,0,4431.75,0,1,0,0,3,0,1,1,3.297736546576919,0,1,0,0,0,0,1,0,0,0,1
2022-08-12,31,55797,601,0,1,10,16614,60,2,2,3,405,0.1595026455829584,2,0,0,0,0,97,20,2652,1838,84628,37808,4649.75,0.7734201800331656,6,46820,0.1769295152951971,0.1650692958007119,408.5087743999188,0.0870827285921625,0.1749199106380516,1,1.9141838817308443,1,1,36,0,0,0.4467499320563873,0,4490,0.2702377369846524,1,1,0,0,0,0,0,0,0,1,0,0,1,0,4244.75,0,1,0,1,3,0,1,0,0.29775260762034483,0,1,0,0,0,0,0,0,0,0,0
2022-08-12,18,99987,538,0,1,0,11640,36,3,0,2,1848,0.2010168351717291,2,2,0,1,0,95,27,2961,7780,43062,22322,8332.25,0.397572918497598,9,20740,0.200340572157062,0.2417459102917672,457.7381244759,0.2217622176221762,0.2766913418505265,1,2.17182599358412,1,1,81,0,0,0.5183568260455611,0,10741,0.9226870543767718,1,0,0,0,0,0,0,0,0,1,1,0,0,1,6484.25,0,0,0,0,3,0,0,0,0.11641396967636117,1,0,0,0,0,0,1,0,1,0,0
2022-08-14,50,27913,541,0,0,25,146012,240,2,0,2,311,0.2287056152630422,4,2,0,3,0,95,24,293,298,73768,40151,2326.083333333333,0.7467700278045983,5,33617,0.2674728627344556,0.2300484028940699,2828.824007363968,0.1336436884512085,1.3492529306487953,0,4.072442777959945,1,1,25,0,0,0.5442801176646017,0,591,0.004047584804092786,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2015.083333333333,0,0,0,0,2,0,1,1,5.230780253636168,0,0,0,0,0,0,0,0,0,0,0
2022-08-14,48,61171,657,0,4,24,52404,84,2,2,3,342,0.1116891471894279,3,1,0,2,0,100,23,775,4407,37741,9148,5097.583333333333,0.8717422434402532,5,28593,0.157216689321401,0.1453000902956117,997.4585531864068,0.0670774561561218,0.2627119075272033,1,0.961104383686908,1,1,25,0,0,0.24238249165386042,0,5182,0.09888369430397863,1,1,0,0,0,0,0,0,1,0,0,0,1,0,4755.583333333333,0,1,0,1,4,1,1,0,0.8566664487020206,0,1,0,0,0,0,0,0,0,0,0
2022-08-16,36,45472,641,0,1,13,17343,48,0,3,2,200,0.4094919378316138,4,1,0,1,0,100,22,669,915,54426,24842,3789.3333333333335,0.5902843556208485,8,29584,0.1529402504760598,0.1427059550298432,476.2805635398656,0.0527658077565737,0.1784224510262595,1,0.6367354856325917,1,1,64,0,0,0.45642787587043193,0,1584,0.09132841328413284,1,1,0,0,0,0,0,0,0,1,1,0,0,0,3589.3333333333335,0,1,1,0,3,0,1,0,0.3813911551909925,1,1,0,0,0,0,1,0,0,0,0
2022-08-18,40,18066,560,0,3,17,15617,60,2,5,3,266,0.2727544746331732,6,1,0,1,0,98,22,889,439,9100,5797,1505.5,0.8818077507015323,10,3303,0.1974140448435556,0.1531016936655916,374.0748082295455,0.1765682044473946,0.4248754120342153,1,1.8160659762773008,1,1,100,0,0,0.6369629711020767,0,1328,0.08503009348187988,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1239.5,0,1,1,1,1,0,1,0,0.8643936458736924,1,1,0,0,0,0,0,0,0,0,0
2022-08-19,46,32058,500,0,0,21,20639,36,2,3,2,173,0.2382976310583308,1,1,0,1,0,94,9,1058,577,96853,26172,2671.5,0.7128778338061681,4,70681,0.2194837465548988,0.2223202785002659,790.6923228487209,0.064733395696913,0.3605958177170144,1,3.350061015994662,1,0,16,0,0,0.2702211576186838,0,1635,0.07921511627906977,1,1,0,0,0,0,0,0,0,1,1,0,0,0,2498.5,0,1,1,1,2,0,0,0,0.6437817773480146,1,1,0,0,0,0,0,0,0,0,0
2022-08-19,21,82630,574,0,1,0,22607,24,1,2,2,650,0.1725324910558895,3,3,0,1,0,98,20,1652,1302,20734,26375,6885.833333333333,0.8522198006628671,5,2321,0.178506514776231,0.1829089880046114,1131.8142790454742,0.0943830013794438,0.2587276608570181,1,2.135562160939836,1,1,25,0,0,1.2720038582107547,0,2954,0.1306617126680821,1,1,1,0,0,0,0,0,0,1,1,0,0,1,6235.833333333333,0,1,0,0,3,0,0,0,0.273589814960487,1,2,0,0,0,0,0,0,1,0,1
2022-08-20,33,56600,540,0,1,9,15573,24,1,2,0,201,0.3234729986908996,2,2,0,4,0,100,14,1996,1686,50135,27171,4716.666666666667,0.905264747626998,6,22964,0.1954133395340342,0.2257833398882172,812.3530115873123,0.0426058079559104,0.2147996209116043,1,1.818851684824251,1,1,36,0,0,0.5419459071325994,0,3682,0.23641967381533324,1,1,0,0,0,0,0,0,0,1,0,1,0,0,4515.666666666667,0,1,0,0,3,0,0,0,0.2751364816876027,1,1,0,0,0,0,0,0,0,0,1
2022-08-20,49,75021,528,0,0,27,22534,24,1,3,1,704,0.0971407327596815,3,2,0,0,0,96,29,8268,3020,81473,18899,6251.75,0.9369299038876774,11,62574,0.2015057062337812,0.2133136442006758,1161.595146646929,0.112590460197513,0.2983639433284441,1,1.3308955609118067,1,1,121,0,0,0.2319635712006284,0,11288,0.5009096960284003,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5547.75,0,1,1,0,2,0,0,0,0.3003652262003146,0,0,0,0,0,0,0,0,0,0,1
2022-08-21,24,55407,521,0,4,0,5160,48,1,0,1,499,0.0601109373068092,4,1,0,1,0,100,6,4131,439,358442,8420,4617.25,0.9336885881509756,4,350022,0.2126372214095372,0.232246633877192,166.02138368856663,0.1080495858820982,0.1439985673552896,1,2.170875901672085,1,0,16,0,0,0.023490485237541256,0,4570,0.8854873086611121,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4118.25,0,0,0,0,4,1,1,0,0.09312734623159111,1,1,0,0,0,0,0,0,1,0,1
2022-08-23,43,68567,623,0,3,20,120819,360,2,4,0,260,0.3250441224022952,7,0,0,3,0,100,16,9745,1089,143137,168874,5713.916666666667,0.913783116532191,4,6654,0.2664255142784232,0.25,2518.5670622614352,0.0454949765963341,0.4861955518035728,1,1.9668089157071984,1,0,16,0,0,1.1797985161173135,0,10834,0.089670584340341,1,1,0,0,1,0,0,0,0,1,0,1,0,1,5453.916666666667,0,1,1,1,1,0,1,1,1.7620318515925797,0,1,0,0,0,0,0,0,0,0,0
2022-08-24,23,25207,518,0,0,0,103111,240,1,1,0,298,0.3190842719848377,1,0,0,3,1,99,18,1047,2569,7465,8486,2100.583333333333,0.726911429364214,3,9073,0.2788858927637712,0.25,2163.491756093992,0.1417978508267575,1.171255841751374,0,5.600950896147027,1,0,9,0,0,1.1366193410125904,0,3616,0.0350686632011793,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1802.583333333333,0,1,0,0,2,0,1,1,4.090407807045382,0,1,0,0,1,1,0,0,1,0,1
2022-08-26,45,48064,621,0,4,25,224754,360,1,4,0,448,0.0940422506155107,6,0,0,3,1,98,9,12456,1101,30928,7037,4005.3333333333335,0.8755799303805821,4,23891,0.2675806915497569,0.25,4685.173867616076,0.1118229470005824,1.2812647976410871,0,5.146994129247252,1,0,16,0,0,0.22752109670535745,0,13557,0.06031901403750751,1,1,0,0,1,0,0,0,0,1,0,1,0,0,3557.3333333333335,0,1,1,0,4,1,1,1,4.67604285862894,0,1,0,0,1,1,0,0,0,0,1
2022-08-27,39,49293,477,0,4,16,16221,48,0,3,0,504,0.6194321226715104,4,0,0,1,0,98,7,3643,1260,46189,20016,4107.75,0.8653801520536175,4,26173,0.2349235309061575,0.2225202156123147,513.2820453966282,0.1226650441131731,0.2475891805041991,1,2.413580320598626,1,0,16,0,0,0.4333405499025763,0,4903,0.30224386635433365,1,1,0,0,0,0,0,0,0,1,0,1,0,0,3603.75,0,1,1,0,4,1,1,0,0.32906641781961293,1,1,0,0,0,0,0,0,0,0,0
2022-08-28,20,51608,562,0,1,0,66284,300,1,0,3,301,0.1507340800404345,1,0,0,3,0,98,24,1651,3183,41627,19365,4300.666666666667,0.8712019500097847,5,22262,0.2767754297265583,0.25,1383.765123119952,0.0699728787291747,0.3916540386950682,1,2.079462500932035,1,1,25,0,0,0.4651916978956472,0,4834,0.07292750999471977,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3999.666666666667,0,0,0,0,3,0,1,0,1.2843496289406886,0,0,0,0,0,0,0,0,1,0,1
2022-08-28,53,76055,633,0,4,32,14533,24,1,0,2,587,0.3872837024766624,3,1,0,1,0,98,18,4356,884,10799,26880,6337.916666666667,0.6333533355735032,6,10860,0.1488960615027941,0.146556398429428,702.2810288017874,0.0926025740465642,0.2033913831966746,1,0.8943283325854432,1,1,36,0,0,2.488888888888889,0,5240,0.3605339204623641,1,1,0,0,0,0,0,0,0,1,1,0,0,1,5750.916666666667,0,0,0,0,4,1,0,0,0.19108288629430945,1,1,0,0,0,0,1,0,0,0,1
2022-08-29,31,39114,534,0,3,10,10728,60,1,1,3,285,0.1509107750935044,3,0,0,2,0,93,12,586,725,135884,45735,3259.5,0.7845332477972986,6,90149,0.2103201764086592,0.1877214769447967,276.94695950005195,0.087409906456065,0.1723499339058585,1,2.3546981669877667,1,1,36,0,0,0.33657136549288,0,1311,0.1221921893932333,1,1,0,0,0,0,0,0,0,1,0,0,1,0,2974.5,0,1,0,0,1,0,1,0,0.2742681835612936,0,1,0,0,0,0,0,0,0,0,1
2022-08-29,30,38473,557,0,4,10,140326,300,2,0,0,252,0.2827451427303514,5,1,0,3,0,100,5,1478,1671,86035,8340,3206.083333333333,0.823720935887061,2,77695,0.2794629326730841,0.25,2929.488634767521,0.0785760685981551,0.9920193222608876,0,3.0910456591870754,0,0,4,0,0,0.09693616625598586,0,3149,0.02244044268031099,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2954.083333333333,0,0,0,0,4,1,1,1,3.647294276654364,0,1,0,0,0,0,0,0,0,0,0
2022-09-01,42,292217,563,0,0,15,30891,48,2,1,0,1098,0.3413882822509308,2,3,0,1,0,97,14,13747,11356,31019,81949,24351.416666666668,0.952600729126174,6,9662,0.1920845631324222,0.2297049227755956,989.602663862866,0.0450879276184088,0.0857246610239038,1,0.6374726083051665,1,1,36,0,0,2.641811734364926,0,25103,0.8126052052311278,1,1,1,0,0,0,0,0,0,1,0,1,0,1,23253.416666666668,0,1,0,1,2,0,1,0,0.10571217378806233,1,2,0,0,0,0,0,0,0,0,0
2022-09-01,53,68254,540,0,3,28,17598,36,1,2,3,903,0.2462348327066671,0,1,0,1,0,100,25,6567,123,33594,15847,5687.833333333333,0.9204923770186478,2,17747,0.1994438993403075,0.1847886165273505,640.4452350425236,0.1587320188673717,0.2713113822475358,0,0.9844258226689804,0,0,4,0,0,0.4717070992707248,0,6690,0.3801352349565316,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4784.833333333333,0,1,0,0,1,0,0,0,0.25782726540180206,1,0,0,0,0,0,0,0,0,0,1
2022-09-05,27,36228,518,0,3,1,10326,12,2,1,2,438,0.1478006069890611,1,0,0,1,0,100,14,1254,332,62064,4618,3019.0,0.7696880841168973,7,57446,0.2023106292759178,0.1946787631858726,953.9161102123936,0.1450331125827814,0.4608993742425145,1,2.0952480759443954,1,1,49,0,0,0.07440586481914123,0,1586,0.15357799941899875,1,1,0,0,0,0,0,0,0,1,1,0,0,0,2581.0,0,1,0,1,1,0,0,0,0.2850202876148941,1,1,0,0,0,0,0,0,1,0,0
2022-09-09,40,37057,517,0,0,20,156573,360,1,0,3,144,0.1302494195178,2,1,0,3,0,96,29,29770,262,140077,34556,3088.083333333333,0.8174577319598919,2,105521,0.3194903210051644,0.25,3263.887307786521,0.0466157705899808,1.1032034231686385,1,4.330866228420822,0,0,4,0,0,0.24669112922800154,0,30032,0.19180706886200774,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2944.083333333333,0,0,0,0,2,0,1,1,4.225079604943602,0,0,0,0,0,0,0,0,0,0,1
2022-09-12,45,28489,444,0,3,22,8636,12,2,5,0,329,0.1007518060730428,2,2,0,1,0,97,3,1251,483,89827,18744,2374.083333333333,0.8586756856243429,4,71083,0.2392659526448201,0.2474632889029213,819.7390225246932,0.1385214553875302,0.4836626178132808,0,3.686426733056863,1,0,16,0,0,0.20866544952576035,0,1734,0.20076415422021535,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2045.083333333333,0,1,1,1,1,0,0,0,0.30312390312390314,1,1,0,0,0,0,0,0,0,0,0
2022-09-12,48,48864,631,0,0,28,7361,24,0,1,0,626,0.1212902701182839,4,1,0,1,0,95,7,476,372,31273,25620,4072.0,0.9231279506956672,5,5653,0.1497260217284847,0.1701492976786108,363.9973137908597,0.1536950650626074,0.2430634210142056,1,1.5608533724061138,1,1,25,0,0,0.8192108460702181,0,848,0.11518609073621298,1,1,0,0,0,0,0,0,0,1,0,1,0,0,3446.0,0,1,0,0,2,0,0,0,0.15063951703673387,1,1,0,0,0,0,0,0,0,0,0
