ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilisationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,DebtToIncomeRatio,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2022-09-12,35,15000,558,Employed,High School,14,23198,36,Married,0,Rent,208,0.538702921357737,2,1,0,Auto,0,96,16,1641,390,102670,78401,1250.0,0.5170576677661374,5,24269,0.19051296611331928,0.17368940599871505,831.3377639149393,0.16626698641087131,0.8308055666786086,1,2.568459280291262
2022-09-15,30,16088,565,Employed,Bachelor,5,25641,48,Married,3,Mortgage,206,0.22570575576267624,4,1,0,Auto,0,97,21,1127,800,79799,9004,1340.6666666666667,0.8336027573068746,5,70795,0.19103799672777816,0.17887995229940906,751.7044942469843,0.15354037267080745,0.7138170143455783,0,2.829122978970589
2022-09-16,41,21953,534,Employed,Associate,19,17017,48,Married,0,Other,105,0.6899781257526925,4,0,0,Debt Consolidation,0,93,22,719,1093,19047,2171,1829.4166666666667,0.9891527039894101,4,16876,0.20643550672160238,0.18178167635537296,501.4600512462216,0.057363988162986566,0.33132349715249987,1,2.017276143777844
2022-09-18,27,53097,551,Employed,Associate,2,210397,360,Divorced,2,Other,309,0.1179439646619697,10,1,1,Home,1,93,21,4106,2010,24747,15395,4424.75,0.9014489727028846,7,9352,0.3025641890635243,0.25,4385.890912841682,0.0698186748008812,1.0608124979589182,0,6.750603072630133
2022-09-18,18,33974,462,Employed,Bachelor,0,100827,360,Single,2,Own,349,0.03614583200671618,5,1,0,Home,0,88,22,8951,466,161960,12207,2831.1666666666665,0.6419352782408306,2,149753,0.346880292843456,0.25,2101.8181013469216,0.12322721120461368,0.8653509449821415,1,4.1005707958701665
2022-09-19,45,129655,587,Employed,Master,18,15546,24,Married,4,Rent,714,0.6457232274914045,5,1,0,Debt Consolidation,0,93,9,8278,2763,152805,17405,10804.583333333334,0.6163855462936224,4,135400,0.17191290574323745,0.15799848051223878,759.6946214000461,0.06607695095899496,0.13638269919717855,1,1.7737686879078298
2022-09-19,50,19890,470,Employed,Bachelor,30,127838,180,Married,1,Rent,262,0.3788626431150237,1,0,0,Home,0,99,23,238,240,101615,4612,1657.5,0.9238217814877484,5,97003,0.28293963173467296,0.25,2730.0174601678495,0.15797407295749172,1.8040503226818507,0,5.756738727602352
2022-09-23,18,27924,534,Employed,Associate,0,7273,24,Married,0,Mortgage,378,0.401102222258236,4,2,0,Other,0,100,17,46,136,121658,14691,2327.0,0.8531824455075404,1,106967,0.19822301540638673,0.19003572992417245,366.63449857180365,0.16237113402061856,0.3198601797988847,1,1.5369228657965952
2022-09-27,27,112242,503,Employed,Bachelor,2,20362,72,Single,3,Mortgage,1404,0.10161339108503595,3,0,0,Auto,0,91,9,8605,5593,14229,10216,9353.5,0.7014178916160633,5,4013,0.22998036870188762,0.2491509012546192,547.43436896014,0.15008819284836175,0.20860915804801328,1,1.7804173458445742
2022-09-27,47,45412,554,Employed,High School,26,27666,180,Single,1,Rent,863,0.2328159150808247,2,2,0,Education,0,92,18,884,801,9337,7861,3784.3333333333335,0.8646381845463366,4,1476,0.24055699891155768,0.23168779296000588,551.8110952677173,0.22798520605847128,0.373761296742088,1,2.7665307925041893
2022-09-27,64,82470,525,Employed,High School,39,191484,360,Divorced,0,Mortgage,556,0.35993894560526435,4,2,0,Home,0,100,14,3895,352,32024,3993,6872.5,0.6993507415521653,3,28031,0.3155406411888883,0.25,3991.6345554099,0.08089037608205427,0.6616184702713174,1,1.5047171313315135
2022-09-27,40,28031,573,Unemployed,Associate,17,8069,24,Single,1,Rent,216,0.41441003359222844,0,1,0,Other,0,94,4,651,920,135762,14132,2335.9166666666665,0.7696321501075511,6,121630,0.17874897719031602,0.16323457047943135,396.3315442563263,0.09242948329351354,0.2620254085182012,1,2.394441336876368
2022-09-29,31,33689,568,Employed,Master,9,22699,60,Married,0,Other,279,0.2872158863856958,3,1,0,Debt Consolidation,1,95,15,728,517,47954,69782,2807.4166666666665,0.8392778667581628,4,10979,0.19350753005086735,0.2059992296750281,608.9867784351223,0.09934423310880983,0.31618769001577013,0,3.2032324158259873
2022-10-02,37,38967,537,Employed,High School,16,7874,36,Married,0,Own,267,0.07238085542339022,2,2,0,Other,0,94,4,946,95,44005,15284,3247.25,0.9263336990387474,1,28721,0.20074286211592346,0.22664093312655154,303.4235192029911,0.08219810667282383,0.17560948794058065,1,2.504727767050665
2022-10-02,56,37713,562,Employed,High School,35,11588,36,Single,1,Own,349,0.07098779472358893,6,2,0,Debt Consolidation,0,99,5,1002,183,974245,3334,3142.75,0.5770115499296122,3,970911,0.1883394529128336,0.16674193486501776,411.26727241058865,0.11101391650099404,0.24183452005108189,1,1.595062860382482
2022-10-03,32,15000,506,Employed,High School,5,82098,360,Married,0,Mortgage,68,0.5445749700270389,7,1,0,Home,0,100,26,1943,163,73964,111389,1250.0,0.6023153125661379,6,3216,0.3248289202787745,0.25,1711.397368605429,0.05435651478816946,1.42237999089163,0,5.234241966127085
2022-10-03,30,41260,582,Employed,Master,7,24984,36,Divorced,1,Mortgage,322,0.28770859695165363,6,0,0,Auto,0,97,4,3821,977,49075,3714,3438.3333333333335,0.9269483429677453,6,45361,0.1785315077309446,0.184729327876334,909.1698592424667,0.09362279511533242,0.35796758845972093,1,2.257304701363595
2022-10-04,34,83977,561,Employed,Bachelor,10,34516,36,Married,1,Mortgage,297,0.22353078601696655,4,0,1,Auto,0,95,24,1309,3545,38781,19695,6998.083333333333,0.5980015066399016,5,19086,0.18911230180881985,0.18770204135509924,1261.212568427999,0.042434128278703166,0.22263094954263046,1,2.8679602288796566
2022-10-04,28,59655,585,Employed,High School,7,15008,60,Married,3,Other,260,0.32948819875210866,1,3,0,Education,0,96,9,1066,2433,107966,11691,4971.25,0.8410671773811467,5,96275,0.18490410132503907,0.20401548394562624,400.98083263668974,0.05229021066921414,0.13293394994955798,1,1.7852710852635147
2022-10-06,41,58770,567,Employed,Bachelor,20,13960,12,Married,4,Rent,598,0.5820777084792639,6,2,1,Other,0,99,11,4481,2061,89813,11629,4897.5,0.8314433497765195,3,78184,0.17788600575174715,0.18560630355500693,1283.5803384655765,0.12207818720016332,0.38411357322967776,1,3.586074681425736
2022-10-08,59,41370,528,Employed,Bachelor,34,18418,48,Married,0,Rent,264,0.5085842846238966,5,0,0,Auto,0,98,14,6185,767,63278,12517,3447.5,0.8832272330477984,6,50761,0.2094552845048798,0.21669589123529986,576.9801924630359,0.07655502392344497,0.2438684043679965,0,2.7765524639908508
2022-10-14,43,34058,603,Employed,Bachelor,23,16608,48,Married,3,Other,340,0.5505315787228446,3,2,0,Debt Consolidation,0,96,27,5014,3660,20062,38195,2838.1666666666665,0.8877333072977929,3,10982,0.17192942499902472,0.13811541929595553,452.26962160536357,0.11975344878191958,0.2790500575070256,1,2.254799037117717
2022-10-15,36,88630,513,Employed,High School,14,14117,36,Divorced,4,Mortgage,560,0.3412518671439107,3,1,0,Other,0,96,12,1696,3426,95139,19810,7385.833333333333,0.7563517505280363,6,75329,0.21288880146448888,0.20033417870376177,524.8787115660643,0.07581056384106857,0.14686654789820597,1,1.9161380691960155
2022-10-15,36,39010,585,Employed,Master,13,162471,240,Married,2,Rent,479,0.2636531749599181,2,0,0,Home,0,94,18,5475,935,28840,52096,3250.8333333333335,0.8504435049474627,6,6462,0.24549956523955324,0.22529660580376923,3085.879168755309,0.14730152221823586,1.0962674907760674,1,4.139339111164262
2022-10-16,21,47075,528,Employed,Associate,0,13729,60,Married,5,Mortgage,295,0.46912801601675613,1,0,0,Debt Consolidation,0,94,12,415,1592,24740,223034,3922.9166666666665,0.8478212805624712,4,9069,0.2133818346246905,0.21562987412059362,375.7766721684309,0.07517998598339244,0.17094569766647208,1,1.852893485862017
2022-10-17,50,64034,606,Employed,Bachelor,28,37800,48,Married,1,Mortgage,170,0.14732293905478924,3,0,0,Auto,1,92,9,2728,824,52613,44276,5336.166666666667,0.5571528165486875,10,8337,0.17063502270907102,0.18951514935864802,1129.257584797382,0.03185210629859788,0.2434358276483868,0,3.2722221252475334
2022-10-17,39,92113,523,Employed,High School,16,8838,24,Married,3,Rent,728,0.3010245630094704,3,0,0,Debt Consolidation,0,100,2,7824,1670,93262,41752,7676.083333333333,0.7010912949809036,3,51510,0.20377173225676526,0.22006464306701481,458.52734446844613,0.09482767978290367,0.15455444378422095,1,1.4067583725054773
2022-10-19,37,88404,577,Employed,Associate,13,89366,360,Single,2,Rent,211,0.20774456997479868,4,1,0,Home,0,90,19,577,211,91911,16102,7367.0,0.42404677775316335,7,75809,0.2893501266913751,0.25,1862.9045438718697,0.028637350705754613,0.2814745580716435,1,1.5776089614833841
2022-10-21,78,29506,678,Employed,Associate,54,23698,48,Single,1,Rent,100,0.31104823735735665,3,2,0,Auto,0,97,6,12486,384,922354,50970,2458.8333333333335,0.8620047718511717,5,871384,0.13451829703303506,0.1262370284676029,631.34095468901,0.040653160783250895,0.29731321418348533,1,1.2674366209904355
2022-10-21,43,25238,611,Employed,Bachelor,22,96751,360,Married,2,Own,114,0.025117594238110684,3,0,0,Home,0,96,13,4964,2816,93205,27652,2103.1666666666665,0.5592506376963124,3,65553,0.2723699765706282,0.25,2016.8506761424621,0.054178217821782185,1.0126815094538435,0,2.77647417583803
2022-10-22,30,64395,586,Employed,High School,8,17006,36,Single,1,Other,274,0.19568817882597717,5,0,0,Other,0,96,25,6418,1434,39991,12467,5366.25,0.5663351713006776,5,27524,0.17643534507574812,0.19558757477180888,628.1870221374226,0.05105035166984955,0.16809111223390424,1,1.297604176969006
2022-10-23,34,52815,553,Employed,Bachelor,9,17370,24,Married,0,Own,284,0.10974104166092259,3,1,0,Debt Consolidation,0,95,15,1050,1128,30827,22231,4401.25,0.9023361891205068,8,8596,0.18894063935702549,0.21624454281839106,897.905431953348,0.06451246521665058,0.2684775812262702,1,1.7496817172050112
2022-10-24,53,38977,494,Employed,High School,29,114987,180,Divorced,0,Own,163,0.6423511970276374,1,1,0,Home,1,96,23,1900,2031,45479,13758,3248.0833333333335,0.797362434351807,2,31721,0.2709131457635187,0.25,2455.5806387171306,0.05016799610146451,0.8059444372670642,1,5.603755063943997
2022-10-24,41,67710,506,Employed,Bachelor,21,47492,12,Married,2,Mortgage,236,0.14918234366112604,5,0,0,Other,0,100,24,7789,1859,41569,44349,5642.5,0.7460135083374081,6,5591,0.20869208440268547,0.2265329819287119,4459.9300338648145,0.04181802073181536,0.8320953369123442,1,2.80524608963195
2022-10-25,22,61171,534,Employed,Master,0,46646,60,Single,2,Mortgage,934,0.40668247760300497,4,1,0,Education,0,97,2,1038,534,299659,5256,5097.583333333333,0.5013390036066095,6,294403,0.21068759097388148,0.1943740785034802,1221.277316239348,0.18318814049654317,0.42272081779043486,1,1.8082574328472443
2022-10-29,51,64081,644,Employed,Bachelor,32,13233,24,Married,1,Mortgage,322,0.137820851877261,5,1,0,Debt Consolidation,0,97,29,2792,1259,23528,20440,5340.083333333333,0.7802537003843322,7,3088,0.143372636138643,0.12834430037758932,628.0923089017977,0.060287394879315996,0.177883820492434,1,1.126546628922032
2022-10-29,31,90222,627,Employed,Bachelor,8,198613,360,Single,1,Rent,208,0.43390790439786386,4,1,0,Home,0,97,25,11702,556,39667,48874,7518.5,0.7908565563963132,2,1328,0.2645497796303907,0.25,4140.244166372263,0.027661413657822993,0.5782624065924946,1,1.2081509240503878
2022-10-29,62,7976,667,Unemployed,Bachelor,36,23801,36,Married,0,Mortgage,134,0.39682422668509154,2,2,0,Auto,0,94,16,200,395,324564,71258,664.6666666666666,0.9079676710562075,8,253306,0.1360193812224356,0.1491818588429767,824.1162224961148,0.2013019529293941,1.4393333337447896,0,3.47864683624245
2022-10-30,52,155282,510,Employed,Associate,31,11288,36,Married,1,Mortgage,574,0.31891542135665163,2,1,0,Debt Consolidation,0,95,6,11300,1290,147622,16855,12940.166666666666,0.9610970872624627,6,130767,0.21433289601981542,0.16905339312372042,401.9163990586623,0.04435457905649929,0.07541177887557761,1,1.3397958344220628
2022-10-30,34,36169,609,Employed,Master,13,172225,240,Single,3,Rent,164,0.09163086999869781,1,0,0,Home,0,98,14,326,1757,32756,46310,3014.0833333333335,0.7634845437379439,5,7540,0.2335141407117006,0.25,3613.652934151427,0.05439318979574915,1.2529182501815075,0,3.756195768719917
2022-11-02,55,80073,623,Employed,High School,31,23470,48,Single,3,Mortgage,806,0.1775916541279029,4,2,0,Auto,1,94,19,1626,922,377408,67222,6672.75,0.9200259704750812,10,310186,0.16201588022388042,0.17577293178647097,684.2579536139297,0.12077168008990448,0.22330143526711813,1,2.680928708393946
2022-11-03,40,156978,640,Self-Employed,Bachelor,21,47753,48,Single,2,Rent,806,0.09981253511105806,3,1,0,Auto,0,96,15,4946,1321,8961,18775,13081.5,0.738629325707992,2,10218,0.1536934545280085,0.14819183547250533,1324.6289245918053,0.061609019682782346,0.1628609917517145,1,0.341036412881796
2022-11-04,50,25134,645,Employed,Bachelor,29,77099,240,Single,5,Mortgage,99,0.03596938295948843,1,1,0,Home,1,100,18,2192,431,48048,88937,2094.5,0.860728219816325,4,8880,0.21531321463988787,0.15899917633873123,1066.8594940847615,0.047244094488188976,0.5563633949342695,1,3.025278965659711
2022-11-05,45,33152,530,Employed,Associate,21,21253,48,Single,3,Mortgage,292,0.3828227480047501,2,1,0,Auto,0,94,12,858,917,53188,15291,2762.6666666666665,0.9011239297612673,6,37897,0.20849107509798318,0.22645505162686264,677.0687545678285,0.10565673621999759,0.3506460334945707,1,2.522385565862369
2022-11-06,29,82981,416,Employed,Associate,8,6385,12,Widowed,0,Other,1041,0.5848725459303241,3,0,0,Other,0,96,2,4910,476,100085,5917,6915.083333333333,0.6659122768414842,5,94168,0.25319046584331867,0.25,606.8572378400625,0.15051871844613401,0.23826451452629438,1,2.566041648930142
2022-11-08,32,91420,514,Employed,Associate,10,219260,360,Married,1,Rent,844,0.8020155003830781,3,1,0,Home,0,96,26,2399,1042,26667,10387,7618.333333333333,0.835687030682071,4,16280,0.3210745045200034,0.25,4570.6471173527525,0.11077084609327151,0.7106457849356137,1,2.7192064526148574
2022-11-13,52,54928,596,Employed,Master,28,163460,300,Divorced,0,Other,113,0.507930508377355,3,0,0,Home,1,98,25,1686,1171,31609,19202,4577.333333333333,0.9240548045459325,5,12407,0.260001082427189,0.25,3412.4411173916387,0.02468147069530397,0.7700271825391275,1,4.023038286075041
2022-11-15,35,29784,517,Employed,Master,12,25107,36,Married,1,Mortgage,120,0.33618853257886017,4,0,0,Education,0,97,20,5429,2180,40862,48191,2482.0,0.8313868269796766,7,6954,0.21103273544985937,0.20361737199299682,937.7001152138092,0.04832863471606927,0.42597668756093804,0,2.846446436062673
2022-11-16,35,72486,461,Employed,Bachelor,12,20489,36,Married,3,Mortgage,524,0.14387573576075455,5,2,0,Debt Consolidation,0,94,24,1197,111,42539,5516,6040.5,0.8100315432886596,3,37023,0.23898192306030824,0.22394382477578298,786.6706670188038,0.08673342712902425,0.2169445778397424,1,2.5039062359434214
2022-11-16,28,87004,612,Employed,Bachelor,6,19349,60,Single,0,Rent,543,0.3351827304758101,5,0,0,Debt Consolidation,0,95,16,9701,3090,544066,22527,7250.333333333333,0.9384794653820435,2,521539,0.17146761192461446,0.1957407108922634,508.05536994008855,0.074882780178358,0.14494649764734144,1,0.9717426878254841
2022-11-20,45,30948,636,Employed,Master,22,8806,24,Single,3,Other,185,0.5360525656279068,4,0,0,Debt Consolidation,0,95,27,1613,404,281174,99931,2579.0,0.6772062633384236,4,181243,0.1472708255347014,0.11833339836354607,413.8439650508777,0.07170542635658915,0.2321100639732084,1,1.5883375289005723
2022-11-20,64,28999,604,Employed,High School,42,72343,240,Married,2,Rent,125,0.287414536097379,5,1,0,Home,0,94,23,851,339,18514,15611,2416.5833333333335,0.8690388034372809,2,2903,0.23579729694960505,0.23123870885048636,1408.4743369180228,0.051704525869497774,0.6343005081871108,0,2.2272135109181908
2022-11-21,27,47196,528,Employed,High School,4,13000,60,Divorced,2,Rent,165,0.1270804349000449,2,1,1,Auto,0,91,21,729,458,52990,34957,3933.0,0.6104266390768422,5,18033,0.21336819538914054,0.21512261699159457,355.4501055569249,0.04194204372140315,0.13229540049743896,0,4.341200406132215
2022-11-21,40,82948,601,Employed,Bachelor,18,11268,48,Single,0,Mortgage,1598,0.4638982003847601,2,2,0,Debt Consolidation,0,97,27,1375,1106,8346,22514,6912.333333333333,0.9034955133219918,8,6843,0.17283245271798808,0.1629518726969234,321.04435574746736,0.23114754098360657,0.27758597238391525,1,0.4379634052777647
2022-11-22,56,52442,635,Employed,Master,34,11741,12,Married,0,Rent,375,0.16575002030216,2,1,0,Other,0,94,20,1307,1873,34440,22483,4370.166666666667,0.6655516322246908,9,11957,0.14384273185915605,0.14415543032903935,1056.4875280747817,0.08578945361650207,0.32748408771299387,1,1.3642039690491765
2022-11-23,39,72608,606,Self-Employed,Master,18,28146,84,Single,2,Rent,707,0.08239391246498104,5,0,0,Education,0,98,22,3261,815,46591,7930,6050.666666666667,0.9044644989916834,6,38661,0.18256129901398813,0.18712538876865958,603.3809742283369,0.11682732029743871,0.21653224581024572,1,1.1688188897401601
2022-11-24,45,30627,558,Employed,Associate,23,154241,180,Married,3,Mortgage,217,0.12359735944634523,1,0,0,Home,0,97,29,2922,3088,26691,6789,2552.25,0.8075599878550985,9,19902,0.2389865695191413,0.22014676536882802,2941.1671683655645,0.08498971898560657,1.2369204615159364,0,3.6002178439399355
2022-11-25,27,15000,520,Employed,High School,6,25028,48,Married,3,Own,165,0.09108835330510362,2,2,0,Auto,0,95,26,662,613,19148,24529,1250.0,0.9161497808024,2,9365,0.21353194760789257,0.19872118575654074,759.9068792147804,0.13189448441247004,0.7393340361429099,1,2.7876996378602255
2022-11-28,45,36795,624,Employed,Associate,25,121556,360,Married,2,Mortgage,251,0.172392897806646,3,0,0,Home,0,95,15,1520,861,42214,37959,3066.25,0.8090882125852721,5,4255,0.2659270346418889,0.25,2533.930406808954,0.08183226016790285,0.9079567713127245,0,3.4409880436705693
2022-11-28,37,43235,565,Employed,High School,14,17462,60,Single,0,Mortgage,174,0.31894417341624937,1,1,0,Debt Consolidation,0,93,8,2074,703,18197,36615,3602.9166666666665,0.9331776228141209,4,10344,0.19494195990898494,0.1887328234266743,451.7572373270091,0.048280805605013064,0.173632549030548,0,1.591524123376143
2022-11-29,51,41132,606,Employed,High School,28,158346,300,Single,0,Mortgage,136,0.30869226776350817,3,3,0,Home,0,97,21,3458,2595,80296,42939,3427.6666666666665,0.9500244706979424,10,37357,0.2549931360266033,0.25,3305.6796841704177,0.03966556484542096,1.0037953580119827,0,3.0475359958680084
2022-11-29,54,30680,607,Employed,Bachelor,30,220089,240,Married,3,Rent,262,0.18532533559561995,1,2,0,Home,0,96,2,3051,2240,68210,35715,2556.6666666666665,0.8134264252200445,7,32495,0.23457544795814717,0.2158519073657008,4014.5315865138473,0.10243711716408185,1.6720441495557856,0,4.144749398647548
2022-11-29,71,17697,626,Employed,High School,49,19563,60,Widowed,0,Mortgage,177,0.21555916448137905,2,1,0,Auto,0,95,14,230,106,9307,18334,1474.75,0.6711387316113447,3,2811,0.1644703616054148,0.16889124831345842,485.0254134439847,0.11993901406064712,0.44860268571504974,1,2.6754096616563334
2022-12-02,46,34535,579,Employed,Master,23,31799,24,Married,2,Mortgage,389,0.059249626911170396,3,1,0,Auto,0,91,4,1359,328,85939,11222,2877.9166666666665,0.7860840741285442,7,74717,0.17609180539219207,0.1968781564741269,1613.5901630314754,0.13512027093524764,0.6956054637559761,0,2.310082280451099
2022-12-02,43,77525,563,Employed,Associate,19,29075,60,Married,1,Rent,790,0.1060321399338608,1,1,0,Auto,0,96,11,13806,2807,20233,54662,6460.416666666667,0.7269351889271924,5,7524,0.1960694170926511,0.17109640725149314,724.3038135231893,0.12226420934521583,0.2343609600871619,1,1.3381183836224078
2022-12-03,42,116208,595,Self-Employed,Bachelor,19,37175,48,Married,1,Rent,547,0.2841261412917491,2,0,0,Auto,1,96,17,1626,5692,61619,11327,9684.0,0.795299327102426,7,50292,0.17613085466769118,0.19317854858198608,1117.7818018766613,0.056479091378420235,0.17189280349784836,1,3.3944397549521073
2022-12-08,35,94752,468,Employed,High School,14,11845,24,Single,1,Rent,1179,0.2626724295776935,1,1,0,Debt Consolidation,0,100,29,5326,1347,18586,22264,7896.0,0.7159809821562654,7,4420,0.23134493638420925,0.21268360356730157,610.2254870447114,0.14929720146891223,0.22657027821257583,1,2.5783497522933434
2022-12-08,44,27943,619,Employed,Associate,21,27457,60,Married,4,Mortgage,289,0.2073189843806143,2,1,0,Auto,0,97,25,1229,255,200389,3104,2328.5833333333335,0.7544676001444718,2,197285,0.1680551032108644,0.14026239673920185,639.2499397345216,0.1240565194061885,0.39846178775940827,1,1.7640640440008046
2022-12-08,36,21589,456,Employed,High School,13,42937,36,Single,3,Mortgage,227,0.13042884934653298,3,1,0,Education,0,100,22,639,448,70290,99516,1799.0833333333333,0.8753242510399313,1,2623,0.2416668781234324,0.24463324122634525,1695.0040090343487,0.12610527290403223,1.0677305730481081,0,5.003790434621818
2022-12-09,42,83868,641,Employed,Doctorate,19,28755,48,Married,3,Rent,1824,0.059809635870507256,3,0,0,Auto,0,95,7,21481,7050,93906,14120,6989.0,0.5645290251772311,4,79786,0.15306665043002596,0.14541345863154098,793.6036942786495,0.2609442060085837,0.3744783539740557,0,1.1634024511440113
2022-12-13,55,95093,619,Employed,Master,37,23729,72,Married,1,Mortgage,1866,0.14632891210743998,3,2,0,Auto,0,96,1,5149,1902,12561,3380,7924.416666666667,0.7372149948863425,5,9181,0.17201862383735747,0.17306232422091475,531.941327613176,0.23544503443562378,0.3025634396862216,1,0.6097353721564468
2022-12-14,27,57734,593,Employed,Associate,4,40426,60,Married,0,Mortgage,575,0.2634804554558241,1,2,0,Education,0,93,21,13655,313,52139,86321,4811.166666666667,0.77229456871685,6,9671,0.18115181328938917,0.14704089058889425,955.4638746730453,0.11948879576074532,0.31804049624348946,1,1.597207273729337
2022-12-15,53,15000,470,Employed,High School,26,22317,72,Single,5,Own,214,0.005774082341059164,5,1,0,Auto,0,96,9,899,367,126533,21114,1250.0,0.6842844243891429,3,105419,0.2465032872016864,0.2302587857524093,574.4094167179329,0.17106314948041568,0.6302233546905939,0,3.2652335825105463
2022-12-16,55,35177,646,Employed,Master,33,28730,12,Divorced,0,Mortgage,426,0.1838957659718478,3,2,0,Debt Consolidation,0,99,17,2909,1477,868319,21029,2931.4166666666665,0.8765647238616726,5,847290,0.13856643298954743,0.16394411360543346,2612.0628252363854,0.14527267043678424,1.036026994311763,1,3.9320122610586714
2022-12-17,38,45858,533,Employed,Associate,17,31040,84,Single,1,Mortgage,241,0.19303717810101223,5,1,0,Education,0,99,1,1343,795,151017,116387,3821.5,0.7627154697365509,12,34630,0.21908576604756827,0.1897132030167816,670.1840392388274,0.06304774362328319,0.238373849375756,1,1.147078944717122
2022-12-19,18,45532,538,Employed,High School,0,12140,36,Married,0,Other,241,0.3190015159830965,5,1,0,Debt Consolidation,0,97,27,1349,3076,229059,14112,3794.3333333333335,0.8900810382650838,8,214947,0.200351085858386,0.23048481683762867,470.2428380550817,0.06349903390128227,0.18739930740955954,1,1.5478573370732063
2022-12-24,32,11864,546,Unemployed,Bachelor,9,18280,24,Married,1,Rent,225,0.4905675836199191,2,1,0,Auto,0,92,2,1346,782,114146,90724,988.6666666666666,0.924313694726952,2,23422,0.19245340438702677,0.15190804900385907,887.993982879688,0.2273492758504547,1.1246150045938244,1,4.323736111668618
2022-12-25,55,62149,586,Employed,Master,30,17773,60,Married,1,Rent,286,0.36874861079900456,4,0,0,Auto,0,92,19,4974,1121,19386,6185,5179.083333333333,0.7345670242572301,3,13201,0.1844463729985746,0.1782768442253394,449.6530124031906,0.055211466996991684,0.14201567138299395,0,2.253765667021879
2022-12-27,39,53895,565,Employed,High School,19,11547,12,Married,3,Other,512,0.2641007384012747,5,2,0,Debt Consolidation,0,96,22,5115,1080,51199,34059,4491.25,0.5550868916798704,7,17140,0.1788385668851957,0.16661468170297472,1051.2870647579682,0.11397406644777117,0.3479964527259098,1,2.7327026206354037
2022-12-27,28,39342,546,Employed,High School,4,80988,300,Widowed,4,Own,300,0.14123349646600905,2,0,0,Home,0,94,11,2992,119,298347,29985,3278.5,0.8076415758787433,8,268362,0.28482551715549087,0.25,1690.7303390145237,0.09147735935356,0.6070225153268863,1,2.538267980556629
2022-12-27,33,79314,624,Employed,Master,9,23205,24,Single,1,Mortgage,365,0.30520205161104136,1,2,0,Auto,0,98,22,1087,5108,57343,45745,6609.5,0.8217815709951394,4,11598,0.15351304153622689,0.1518656609551022,1127.190655296636,0.05521518795855079,0.22573037671834748,0,0.9916227306639241
2023-01-02,50,53504,558,Employed,High School,28,40061,60,Divorced,0,Mortgage,382,0.13341125416212946,1,0,0,Education,0,98,10,1246,738,185608,8215,4458.666666666667,0.7638763405800167,5,177393,0.19864954588327147,0.22111898787767806,1108.9915018257448,0.08565662605575902,0.3343280144612627,1,1.6998822101977014
2023-01-04,46,44889,562,Employed,High School,23,315949,300,Single,2,Mortgage,608,0.16554807043536612,2,1,0,Home,0,98,10,5481,577,35952,4475,3740.75,0.7535399140752032,7,31477,0.2771658348130504,0.2361078452141312,6234.541178400085,0.16249081312220218,1.8287007893098377,1,5.544887412639473
2023-01-07,37,41947,518,Employed,Bachelor,12,18539,60,Married,1,Rent,308,0.18248003488961168,1,0,0,Auto,0,95,1,308,464,40118,216974,3495.5833333333335,0.952068201080347,2,4218,0.21845692145977996,0.25,544.1441840766798,0.08808598870325794,0.24370767198742005,0,2.7288934700660947
2023-01-08,35,56134,555,Employed,Master,11,33998,84,Single,5,Other,414,0.17618381914620604,3,3,0,Education,0,97,3,3925,1701,13068,60808,4677.833333333333,0.5727156068928554,4,10432,0.20810852159785026,0.18528519894912895,725.1349973078633,0.08848359633811849,0.24346560694785663,1,1.7399071212111552
2023-01-09,35,61414,608,Employed,Associate,15,10562,24,Single,0,Rent,511,0.2992013679739137,1,1,0,Other,0,98,16,2866,381,327419,17641,5117.833333333333,0.849977517628491,5,309778,0.1613162781519558,0.16320043073479562,518.7649643758278,0.09982743463679876,0.20117180953521202,1,1.4312176875324751
2023-01-12,28,72666,498,Employed,Doctorate,4,12115,36,Single,0,Mortgage,645,0.31337072551593226,3,1,0,Debt Consolidation,0,95,29,8869,521,20133,37404,6055.5,0.97925076054975,1,4942,0.22035057054303678,0.1974915791484932,448.68988012485937,0.1064971518203583,0.18058117396596374,1,0.8293180115782136
2023-01-12,59,67595,516,Employed,Bachelor,37,119254,180,Single,2,Rent,404,0.18786983689087847,2,0,0,Home,0,96,13,5351,1231,51515,11967,5632.916666666667,0.8043344295376692,6,39548,0.2599222548341482,0.25,2546.7036577141125,0.07170855088970077,0.5237393153455907,1,2.337080406529253
2023-01-13,36,91254,541,Employed,High School,13,55788,60,Widowed,3,Rent,767,0.4106370208447603,4,1,0,Education,0,97,9,2451,936,39438,24094,7604.5,0.6279585218884338,4,15344,0.20723233299907992,0.1775913675989915,1409.3488344647214,0.10084807047531391,0.28615460317726926,1,1.7763897101483033
